"contents href","_image_yazkc_11 src","whitespace-normal","font-medium 2","h-4","pointer-events-none src","inline-block","truncate 2"
"https://shopee.co.id/EIGER-EAGLE-PLUM-2.0-MID-CUT-SHOES-i.19260065.3875995022?extraParams=%7B%22display_model_id%22%3A75488276942%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/d74c196dfaa62b7ece63fcc916d147fd","EIGER EAGLE PLUM 2.0 MID CUT SHOES","1.454.100","-14%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","1RB+ terjual"
"https://shopee.co.id/EIGER-HARRIER-V2-LOW-CUT-SHOES-i.19260065.44375268122?extraParams=%7B%22display_model_id%22%3A292048635856%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-8224t-mg37gtepaknce5","EIGER HARRIER V2 LOW CUT SHOES","1.364.100","-15%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","125 terjual"
"https://shopee.co.id/EIGER-WS-MINORCA-1.0-SANDALS-i.19260065.29357149086?extraParams=%7B%22display_model_id%22%3A49449806313%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r98z-lym22thnr65k96","EIGER WS MINORCA 1.0 SANDALS","294.000","-2%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","110 terjual"
"https://shopee.co.id/EIGER-HARRIER-SHOES-i.19260065.18862925390?extraParams=%7B%22display_model_id%22%3A109468925351%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m8jzrrr5h34d2b","EIGER HARRIER SHOES","1.148.100","-16%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","673 terjual"
"https://shopee.co.id/EIGER-CHARMELEON-2.0-SANDALS-i.19260065.25128456688?extraParams=%7B%22display_model_id%22%3A232758735229%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7r992-luw3xlxdwhb178","EIGER CHARMELEON 2.0 SANDALS","202.200","-22%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","1RB+ terjual"
"https://shopee.co.id/EIGER-KINKAJOU-PINCH-3.0-SANDALS-i.19260065.15777933522?extraParams=%7B%22display_model_id%22%3A116352236546%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/1f201ea9125253d07b9e430f8d0fb2c6","EIGER KINKAJOU PINCH 3.0 SANDALS","210.100","-12%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","10RB+ terjual"
"https://shopee.co.id/EIGER-PIRANHA-1.0-SHOES-i.19260065.20425696019?extraParams=%7B%22display_model_id%22%3A173753333557%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/29c2e51f08041f6f985e1921df004b14","EIGER PIRANHA 1.0 SHOES","694.100","-13%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","2RB+ terjual"
"https://shopee.co.id/EIGER-WOMEN-CHELINE-1.0-SHOES-i.19260065.26521358853?extraParams=%7B%22display_model_id%22%3A233618266882%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rase-m42t6r5wkejn56","EIGER WOMEN CHELINE 1.0 SHOES","424.200","-23%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","198 terjual"
"https://shopee.co.id/EIGER-TOMAHAWK-ROLL-STRAP-PATTERN-2-SANDALS-i.19260065.16238101077?extraParams=%7B%22display_model_id%22%3A58578314678%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/21932a35acdaab1d80a14c7b47d4c736","EIGER TOMAHAWK ROLL STRAP PATTERN 2 SANDALS","282.100","-12%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","10RB+ terjual"
"https://shopee.co.id/EIGER-IBEX-SHOES-i.19260065.41606815324?extraParams=%7B%22display_model_id%22%3A285575054359%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7ra0j-mbnlbzn6uapy33","EIGER IBEX SHOES","723.142","-34%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","87 terjual"
"https://shopee.co.id/EIGER-SAFAR-LOW-CUT-SHOES-i.19260065.28664142550?extraParams=%7B%22display_model_id%22%3A217880039566%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rase-m1f3an60y0pqd0","EIGER SAFAR LOW CUT SHOES","604.100","-14%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","808 terjual"
"https://shopee.co.id/EIGER-PULSE-TRAIL-MEN-2.0-SHOES-i.19260065.13649009455?extraParams=%7B%22display_model_id%22%3A132213320600%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/dfbeb4503eaccb32dbfee73e775e4a43","EIGER PULSE TRAIL MEN 2.0 SHOES","894.300","-34%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","230 terjual"
"https://shopee.co.id/EIGER-VASHROLL-1.0-SANDALS-i.19260065.28517709419?extraParams=%7B%22display_model_id%22%3A242036439930%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7rasb-m2matvu3auad8c","EIGER VASHROLL 1.0 SANDALS","344.736","-14%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","4.9","1RB+ terjual"
"https://shopee.co.id/EIGER-ARDONIX-SHOES-i.19260065.22650233147?extraParams=%7B%22display_model_id%22%3A156960958289%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7qul7-ljze3eqdg7xe68","EIGER ARDONIX SHOES","894.300","-34%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","374 terjual"
"https://shopee.co.id/EIGER-GAEA-MID-CUT-2.0-SHOES-i.19260065.40707305329?extraParams=%7B%22display_model_id%22%3A258595013491%2C%22model_selection_logic%22%3A3%7D","https://down-id.img.susercontent.com/file/id-11134207-7ra0t-mbrtcta5nf3n54","EIGER GAEA MID CUT 2.0 SHOES","694.100","-13%","https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-centralisation/0.1.11/pc/b4d1b8a78b3621dbdf4a.svg","5.0","151 terjual"
